withdrawal_amount,channel_deviation_score,velocity_10m,velocity_24h,distance_from_last_terminal_km,is_off_hours,failed_auth_attempts,amount_to_avg_ratio,pattern_name,is_fraud
1200.0,0.0319,0,1,2.47,0,0,0.51,Normal Baseline Cash Withdrawal,0
2000.0,0.0086,0,0,1.85,0,0,0.47,Normal Baseline Cash Withdrawal,0
2900.0,0.0427,0,0,0.41,0,0,1.08,Normal Baseline Cash Withdrawal,0
4100.0,0.0059,0,1,3.15,0,0,2.04,Normal Baseline Cash Withdrawal,0
3400.0,0.0265,0,0,2.33,0,0,1.13,Normal Baseline Cash Withdrawal,0
1500.0,0.0403,0,1,10.79,0,0,0.45,Normal Baseline Cash Withdrawal,0
900.0,0.0355,0,3,4.61,0,0,0.25,Normal Baseline Cash Withdrawal,0
700.0,0.0373,0,2,2.2,0,0,0.21,Normal Baseline Cash Withdrawal,0
2100.0,0.0608,0,2,0.21,0,0,0.61,Normal Baseline Cash Withdrawal,0
2000.0,0.0038,0,2,0.24,1,0,0.54,Normal Baseline Cash Withdrawal,0
4000.0,0.0006,0,0,1.49,0,0,1.19,Normal Baseline Cash Withdrawal,0
1700.0,0.0837,0,2,4.1,0,0,0.72,Normal Baseline Cash Withdrawal,0
500.0,0.0046,0,0,1.23,0,0,0.12,Normal Baseline Cash Withdrawal,0
3000.0,0.0445,0,2,0.71,0,0,0.69,Normal Baseline Cash Withdrawal,0
3000.0,0.06,0,0,1.81,0,0,0.95,Normal Baseline Cash Withdrawal,0
2000.0,0.0691,0,1,5.04,0,0,0.86,Normal Baseline Cash Withdrawal,0
3000.0,0.0626,0,1,4.59,0,0,1.05,Normal Baseline Cash Withdrawal,0
8300.0,0.0373,0,2,6.31,0,0,1.98,Normal Baseline Cash Withdrawal,0
2000.0,0.0238,0,0,3.11,0,0,0.5,Normal Baseline Cash Withdrawal,0
1500.0,0.0038,0,0,2.98,0,0,0.5,Normal Baseline Cash Withdrawal,0
3800.0,0.0266,0,0,4.15,0,0,1.07,Normal Baseline Cash Withdrawal,0
2400.0,0.0083,0,1,0.43,0,0,0.68,Normal Baseline Cash Withdrawal,0
3400.0,0.008,0,1,2.82,0,0,1.08,Normal Baseline Cash Withdrawal,0
2000.0,0.0079,0,1,1.43,0,0,0.54,Normal Baseline Cash Withdrawal,0
3100.0,0.0754,0,0,6.92,0,0,1.46,Normal Baseline Cash Withdrawal,0
4400.0,0.0282,0,0,3.97,0,0,1.73,Normal Baseline Cash Withdrawal,0
2100.0,0.0453,1,1,4.33,0,0,0.53,Normal Baseline Cash Withdrawal,0
3700.0,0.05,1,1,2.1,0,0,1.22,Normal Baseline Cash Withdrawal,0
4600.0,0.0153,0,0,7.55,0,0,1.92,Normal Baseline Cash Withdrawal,0
1800.0,0.0465,0,2,10.1,0,0,0.47,Normal Baseline Cash Withdrawal,0
1800.0,0.0477,0,1,1.49,0,0,0.41,Normal Baseline Cash Withdrawal,0
1400.0,0.002,0,0,5.0,0,0,0.68,Normal Baseline Cash Withdrawal,0
700.0,0.0614,0,1,0.1,0,0,0.17,Normal Baseline Cash Withdrawal,0
1600.0,0.0883,0,0,0.1,0,0,0.52,Normal Baseline Cash Withdrawal,0
2600.0,0.0132,0,0,0.24,0,0,0.83,Normal Baseline Cash Withdrawal,0
4000.0,0.0409,0,0,3.99,0,0,0.9,Normal Baseline Cash Withdrawal,0
1200.0,0.013,0,1,1.74,0,0,0.32,Normal Baseline Cash Withdrawal,0
4400.0,0.0521,0,0,2.42,0,0,1.9,Normal Baseline Cash Withdrawal,0
4400.0,0.0725,0,2,3.37,0,0,1.38,Normal Baseline Cash Withdrawal,0
3300.0,0.0647,0,2,2.42,0,0,1.21,Normal Baseline Cash Withdrawal,0
2000.0,0.0467,0,1,0.62,0,0,0.63,Normal Baseline Cash Withdrawal,0
5900.0,0.0651,0,0,1.45,0,0,1.51,Normal Baseline Cash Withdrawal,0
4700.0,0.0297,0,0,7.54,0,0,1.23,Normal Baseline Cash Withdrawal,0
2000.0,0.0117,0,0,0.75,0,0,0.56,Normal Baseline Cash Withdrawal,0
1900.0,0.0133,0,0,6.89,0,0,0.53,Normal Baseline Cash Withdrawal,0
2400.0,0.0169,0,1,1.57,0,0,0.81,Normal Baseline Cash Withdrawal,0
5000.0,0.0194,0,0,1.41,0,0,1.81,Normal Baseline Cash Withdrawal,0
1800.0,0.009,0,1,0.1,0,0,0.85,Normal Baseline Cash Withdrawal,0
2700.0,0.014,0,0,1.06,0,0,0.67,Normal Baseline Cash Withdrawal,0
1700.0,0.0014,0,0,5.09,0,0,0.42,Normal Baseline Cash Withdrawal,0
2400.0,0.0193,0,0,1.37,0,1,0.6,Normal Baseline Cash Withdrawal,0
700.0,0.0881,0,1,0.1,0,0,0.26,Normal Baseline Cash Withdrawal,0
2100.0,0.0385,0,1,6.17,0,0,0.53,Normal Baseline Cash Withdrawal,0
2200.0,0.0804,0,0,4.82,0,0,0.53,Normal Baseline Cash Withdrawal,0
3000.0,0.0566,0,1,3.07,1,0,0.74,Normal Baseline Cash Withdrawal,0
700.0,0.0286,1,3,1.96,0,0,0.3,Normal Baseline Cash Withdrawal,0
3500.0,0.0366,0,3,0.1,0,0,1.13,Normal Baseline Cash Withdrawal,0
900.0,0.0811,0,2,7.58,0,0,0.2,Normal Baseline Cash Withdrawal,0
15000.0,0.988,3,10,244.57,1,2,5.71,AePS Biometric Spoof / Rogue Micro-ATM,1
1800.0,0.0144,0,0,0.26,0,0,0.5,Normal Baseline Cash Withdrawal,0
4400.0,0.0224,0,0,2.59,0,0,1.58,Normal Baseline Cash Withdrawal,0
2800.0,0.0474,0,1,5.09,0,0,1.01,Normal Baseline Cash Withdrawal,0
1700.0,0.0059,0,1,8.28,0,0,0.39,Normal Baseline Cash Withdrawal,0
2300.0,0.0858,0,2,0.33,0,0,0.8,Normal Baseline Cash Withdrawal,0
2400.0,0.0012,0,1,7.62,0,0,1.14,Normal Baseline Cash Withdrawal,0
3100.0,0.0381,0,2,0.54,0,0,0.8,Normal Baseline Cash Withdrawal,0
700.0,0.069,0,1,2.4,0,0,0.24,Normal Baseline Cash Withdrawal,0
1300.0,0.0408,0,1,3.14,0,0,0.55,Normal Baseline Cash Withdrawal,0
800.0,0.0651,0,3,15.48,0,0,0.22,Normal Baseline Cash Withdrawal,0
2300.0,0.0811,0,3,2.57,0,0,1.06,Normal Baseline Cash Withdrawal,0
2300.0,0.0003,0,2,0.94,0,0,0.85,Normal Baseline Cash Withdrawal,0
500.0,0.0283,0,1,5.65,0,0,0.18,Normal Baseline Cash Withdrawal,0
2000.0,0.0414,0,0,2.11,0,0,0.55,Normal Baseline Cash Withdrawal,0
800.0,0.0232,0,0,7.54,0,0,0.31,Normal Baseline Cash Withdrawal,0
4700.0,0.0317,0,0,6.81,0,0,1.68,Normal Baseline Cash Withdrawal,0
2400.0,0.024,0,0,2.44,0,0,0.79,Normal Baseline Cash Withdrawal,0
2400.0,0.0348,0,0,0.4,0,0,0.64,Normal Baseline Cash Withdrawal,0
1600.0,0.009,0,3,8.18,0,0,0.63,Normal Baseline Cash Withdrawal,0
2100.0,0.0108,0,1,0.48,0,0,0.47,Normal Baseline Cash Withdrawal,0
3100.0,0.0806,0,2,0.56,0,0,1.12,Normal Baseline Cash Withdrawal,0
2800.0,0.0061,0,0,0.68,0,0,1.19,Normal Baseline Cash Withdrawal,0
1300.0,0.0271,0,0,1.03,0,0,0.51,Normal Baseline Cash Withdrawal,0
3300.0,0.0378,0,1,9.47,0,0,1.58,Normal Baseline Cash Withdrawal,0
11400.0,0.0193,0,1,7.56,0,0,4.08,Normal Baseline Cash Withdrawal,0
3600.0,0.0124,0,1,8.94,0,0,1.49,Normal Baseline Cash Withdrawal,0
800.0,0.0027,0,2,2.3,0,0,0.33,Normal Baseline Cash Withdrawal,0
3200.0,0.0209,0,0,0.97,0,0,0.83,Normal Baseline Cash Withdrawal,0
2000.0,0.0776,0,1,5.97,0,0,0.59,Normal Baseline Cash Withdrawal,0
1800.0,0.0647,0,2,2.5,0,0,0.42,Normal Baseline Cash Withdrawal,0
4600.0,0.0587,0,0,3.63,0,0,1.04,Normal Baseline Cash Withdrawal,0
2000.0,0.0427,0,1,0.44,0,0,0.5,Normal Baseline Cash Withdrawal,0
4100.0,0.0484,0,2,9.18,0,0,1.0,Normal Baseline Cash Withdrawal,0
2400.0,0.0239,0,1,1.61,0,0,0.63,Normal Baseline Cash Withdrawal,0
400.0,0.0322,0,0,0.99,0,0,0.1,Normal Baseline Cash Withdrawal,0
800.0,0.037,0,1,2.74,0,0,0.25,Normal Baseline Cash Withdrawal,0
4300.0,0.0662,0,0,3.04,0,0,0.96,Normal Baseline Cash Withdrawal,0
1400.0,0.0504,0,0,1.03,0,0,0.42,Normal Baseline Cash Withdrawal,0
1800.0,0.0046,0,2,0.95,0,0,0.58,Normal Baseline Cash Withdrawal,0
5100.0,0.0215,0,0,3.74,0,0,1.46,Normal Baseline Cash Withdrawal,0
4200.0,0.0178,0,0,5.34,0,0,1.58,Normal Baseline Cash Withdrawal,0
3900.0,0.033,0,0,10.46,0,0,1.92,Normal Baseline Cash Withdrawal,0
1200.0,0.0345,0,0,4.57,0,0,0.38,Normal Baseline Cash Withdrawal,0
6700.0,0.0656,0,2,0.1,0,0,1.72,Normal Baseline Cash Withdrawal,0
4500.0,0.0414,0,1,4.53,0,0,1.52,Normal Baseline Cash Withdrawal,0
1000.0,0.0456,0,2,1.14,0,0,0.24,Normal Baseline Cash Withdrawal,0
1500.0,0.0454,0,2,4.05,0,0,0.65,Normal Baseline Cash Withdrawal,0
2300.0,0.0186,0,1,2.94,0,0,0.58,Normal Baseline Cash Withdrawal,0
1800.0,0.0084,0,0,0.49,0,0,0.62,Normal Baseline Cash Withdrawal,0
4200.0,0.0393,0,1,2.67,0,0,1.04,Normal Baseline Cash Withdrawal,0
3700.0,0.0225,0,0,2.08,0,0,0.87,Normal Baseline Cash Withdrawal,0
1700.0,0.065,0,1,8.22,0,0,0.39,Normal Baseline Cash Withdrawal,0
6200.0,0.0079,0,1,0.6,0,0,2.41,Normal Baseline Cash Withdrawal,0
4000.0,0.0185,0,4,3.08,0,0,1.23,Normal Baseline Cash Withdrawal,0
3300.0,0.003,1,1,1.65,0,0,1.32,Normal Baseline Cash Withdrawal,0
3800.0,0.0233,0,0,1.4,0,0,1.85,Normal Baseline Cash Withdrawal,0
3000.0,0.0205,0,1,2.04,0,0,1.14,Normal Baseline Cash Withdrawal,0
2500.0,0.0825,0,0,11.36,0,0,0.82,Normal Baseline Cash Withdrawal,0
8400.0,0.0118,0,1,2.59,0,0,4.1,Normal Baseline Cash Withdrawal,0
2200.0,0.0687,0,0,1.42,0,0,0.65,Normal Baseline Cash Withdrawal,0
3000.0,0.0291,0,0,2.73,0,0,1.31,Normal Baseline Cash Withdrawal,0
3600.0,0.0794,0,2,16.53,0,0,1.18,Normal Baseline Cash Withdrawal,0
2000.0,0.0771,0,1,3.58,0,0,0.58,Normal Baseline Cash Withdrawal,0
1900.0,0.0294,0,1,19.19,1,0,0.78,Normal Baseline Cash Withdrawal,0
2900.0,0.0342,0,0,2.82,1,0,0.73,Normal Baseline Cash Withdrawal,0
4500.0,0.0621,0,2,4.48,0,0,1.58,Normal Baseline Cash Withdrawal,0
2500.0,0.0505,1,2,9.43,0,0,0.61,Normal Baseline Cash Withdrawal,0
1500.0,0.059,0,2,1.97,0,0,0.34,Normal Baseline Cash Withdrawal,0
1700.0,0.0107,0,2,1.61,0,0,0.83,Normal Baseline Cash Withdrawal,0
2600.0,0.0295,0,2,1.73,0,0,0.69,Normal Baseline Cash Withdrawal,0
1500.0,0.0148,0,0,0.7,0,0,0.45,Normal Baseline Cash Withdrawal,0
900.0,0.0246,0,0,1.43,0,0,0.26,Normal Baseline Cash Withdrawal,0
400.0,0.0773,0,0,17.91,0,0,0.12,Normal Baseline Cash Withdrawal,0
2100.0,0.024,0,2,0.1,0,0,0.67,Normal Baseline Cash Withdrawal,0
2300.0,0.044,0,2,7.8,0,0,0.64,Normal Baseline Cash Withdrawal,0
13900.0,0.0287,0,1,2.02,0,0,6.75,Normal Baseline Cash Withdrawal,0
900.0,0.0761,0,1,1.23,0,0,0.26,Normal Baseline Cash Withdrawal,0
4500.0,0.0455,0,5,3.9,0,0,1.76,Normal Baseline Cash Withdrawal,0
1300.0,0.0274,0,1,0.3,0,0,0.39,Normal Baseline Cash Withdrawal,0
1200.0,0.0899,0,0,0.38,0,0,0.34,Normal Baseline Cash Withdrawal,0
1700.0,0.0214,0,1,0.72,0,0,0.53,Normal Baseline Cash Withdrawal,0
4200.0,0.0564,0,1,0.37,0,0,1.11,Normal Baseline Cash Withdrawal,0
1900.0,0.0188,0,0,3.82,0,0,0.85,Normal Baseline Cash Withdrawal,0
1100.0,0.0803,0,1,3.22,0,0,0.39,Normal Baseline Cash Withdrawal,0
4300.0,0.0085,0,1,1.58,0,0,1.06,Normal Baseline Cash Withdrawal,0
1400.0,0.0426,0,1,3.15,0,0,0.38,Normal Baseline Cash Withdrawal,0
2000.0,0.0225,0,2,4.25,0,0,0.53,Normal Baseline Cash Withdrawal,0
2900.0,0.0304,0,1,2.15,0,0,0.88,Normal Baseline Cash Withdrawal,0
2200.0,0.0019,0,1,1.49,0,0,0.55,Normal Baseline Cash Withdrawal,0
1200.0,0.0291,0,3,1.75,0,0,0.33,Normal Baseline Cash Withdrawal,0
1900.0,0.0612,0,0,2.54,0,0,0.75,Normal Baseline Cash Withdrawal,0
5200.0,0.0373,0,2,3.99,0,0,1.21,Normal Baseline Cash Withdrawal,0
2200.0,0.0088,0,2,5.63,0,0,0.9,Normal Baseline Cash Withdrawal,0
2300.0,0.0524,0,0,3.76,0,0,0.65,Normal Baseline Cash Withdrawal,0
1000.0,0.0119,0,0,4.79,0,0,0.36,Normal Baseline Cash Withdrawal,0
1800.0,0.023,0,1,8.68,0,0,0.62,Normal Baseline Cash Withdrawal,0
9900.0,0.0522,0,2,0.39,0,0,2.2,Normal Baseline Cash Withdrawal,0
500.0,0.0205,0,1,11.04,0,0,0.13,Normal Baseline Cash Withdrawal,0
3300.0,0.0169,0,0,0.25,0,0,0.79,Normal Baseline Cash Withdrawal,0
3500.0,0.0039,0,0,0.39,0,0,1.47,Normal Baseline Cash Withdrawal,0
1900.0,0.0265,0,0,0.36,0,0,0.71,Normal Baseline Cash Withdrawal,0
1400.0,0.0599,0,3,3.53,0,0,0.69,Normal Baseline Cash Withdrawal,0
1700.0,0.0299,0,1,2.88,0,0,0.82,Normal Baseline Cash Withdrawal,0
1500.0,0.0497,0,2,1.87,0,0,0.5,Normal Baseline Cash Withdrawal,0
2300.0,0.0256,0,2,3.31,0,0,0.52,Normal Baseline Cash Withdrawal,0
2100.0,0.0561,0,0,4.87,0,0,0.63,Normal Baseline Cash Withdrawal,0
2200.0,0.0259,0,2,3.86,0,0,0.82,Normal Baseline Cash Withdrawal,0
900.0,0.0362,0,0,0.63,0,0,0.22,Normal Baseline Cash Withdrawal,0
700.0,0.0512,1,2,0.19,0,0,0.19,Normal Baseline Cash Withdrawal,0
2100.0,0.0605,0,0,2.71,0,0,0.62,Normal Baseline Cash Withdrawal,0
1400.0,0.0565,0,2,0.73,0,0,0.58,Normal Baseline Cash Withdrawal,0
2900.0,0.0074,0,1,0.35,0,0,0.96,Normal Baseline Cash Withdrawal,0
3600.0,0.0255,0,1,0.71,0,0,1.04,Normal Baseline Cash Withdrawal,0
2500.0,0.0533,0,1,9.31,0,0,0.62,Normal Baseline Cash Withdrawal,0
2600.0,0.0336,0,1,0.1,0,1,0.72,Normal Baseline Cash Withdrawal,0
2600.0,0.0684,0,1,6.39,0,0,0.77,Normal Baseline Cash Withdrawal,0
1300.0,0.0454,0,0,0.15,0,0,0.37,Normal Baseline Cash Withdrawal,0
1800.0,0.0307,0,0,4.01,0,0,0.43,Normal Baseline Cash Withdrawal,0
1900.0,0.0609,0,1,1.55,0,0,0.43,Normal Baseline Cash Withdrawal,0
2000.0,0.0642,0,0,0.14,1,0,0.87,Normal Baseline Cash Withdrawal,0
1500.0,0.0289,0,0,1.72,0,0,0.67,Normal Baseline Cash Withdrawal,0
1600.0,0.0576,0,0,2.09,0,0,0.39,Normal Baseline Cash Withdrawal,0
2900.0,0.0313,0,0,1.72,0,0,0.71,Normal Baseline Cash Withdrawal,0
1400.0,0.0425,0,0,2.84,0,0,0.55,Normal Baseline Cash Withdrawal,0
1800.0,0.0816,0,0,2.21,0,0,0.56,Normal Baseline Cash Withdrawal,0
1800.0,0.0556,0,2,1.78,0,0,0.73,Normal Baseline Cash Withdrawal,0
5000.0,0.0349,0,1,2.09,0,0,1.95,Normal Baseline Cash Withdrawal,0
2100.0,0.0556,0,1,0.82,0,0,0.5,Normal Baseline Cash Withdrawal,0
2100.0,0.0893,0,1,4.67,0,0,0.58,Normal Baseline Cash Withdrawal,0
1700.0,0.0379,0,1,4.6,0,0,0.43,Normal Baseline Cash Withdrawal,0
900.0,0.0052,0,0,1.89,0,0,0.43,Normal Baseline Cash Withdrawal,0
10600.0,0.0073,0,1,0.57,0,0,4.74,Normal Baseline Cash Withdrawal,0
4500.0,0.0894,0,0,0.1,0,0,1.02,Normal Baseline Cash Withdrawal,0
1500.0,0.0033,0,0,8.21,0,0,0.41,Normal Baseline Cash Withdrawal,0
1800.0,0.0232,0,0,2.1,0,0,0.48,Normal Baseline Cash Withdrawal,0
4100.0,0.0632,0,0,2.84,1,0,1.68,Normal Baseline Cash Withdrawal,0
1600.0,0.0547,0,1,9.85,0,0,0.61,Normal Baseline Cash Withdrawal,0
2200.0,0.0392,0,1,0.28,0,0,0.63,Normal Baseline Cash Withdrawal,0
1500.0,0.0464,0,0,2.7,0,0,0.67,Normal Baseline Cash Withdrawal,0
1100.0,0.082,0,2,1.0,0,0,0.55,Normal Baseline Cash Withdrawal,0
2200.0,0.0828,0,0,2.32,1,0,0.86,Normal Baseline Cash Withdrawal,0
1500.0,0.0531,0,1,0.14,1,0,0.4,Normal Baseline Cash Withdrawal,0
600.0,0.0744,0,2,0.26,0,0,0.17,Normal Baseline Cash Withdrawal,0
2400.0,0.0339,0,1,3.49,0,0,0.93,Normal Baseline Cash Withdrawal,0
5300.0,0.0679,0,1,4.35,0,0,1.73,Normal Baseline Cash Withdrawal,0
900.0,0.0662,0,1,1.86,0,0,0.25,Normal Baseline Cash Withdrawal,0
6400.0,0.0177,0,1,0.15,0,0,2.16,Normal Baseline Cash Withdrawal,0
2600.0,0.0422,0,1,8.58,0,0,0.64,Normal Baseline Cash Withdrawal,0
1400.0,0.0387,0,0,1.74,0,0,0.48,Normal Baseline Cash Withdrawal,0
2700.0,0.0437,0,0,2.21,0,0,1.02,Normal Baseline Cash Withdrawal,0
3100.0,0.051,0,2,2.88,0,0,1.53,Normal Baseline Cash Withdrawal,0
900.0,0.0154,0,1,5.79,0,0,0.39,Normal Baseline Cash Withdrawal,0
3200.0,0.0463,0,2,4.83,0,0,0.86,Normal Baseline Cash Withdrawal,0
3600.0,0.0715,0,1,4.2,0,0,0.95,Normal Baseline Cash Withdrawal,0
1900.0,0.0006,0,0,1.31,0,0,0.43,Normal Baseline Cash Withdrawal,0
1200.0,0.0123,0,1,4.13,0,0,0.32,Normal Baseline Cash Withdrawal,0
21500.0,0.3527,3,8,2141.73,0,0,6.68,Terminal Impossible Travel / Cloned Card,1
2200.0,0.0047,0,1,3.41,1,0,0.66,Normal Baseline Cash Withdrawal,0
1100.0,0.0269,0,0,4.04,0,0,0.42,Normal Baseline Cash Withdrawal,0
1300.0,0.0495,0,1,0.1,0,0,0.32,Normal Baseline Cash Withdrawal,0
3400.0,0.0386,0,2,5.28,0,0,1.18,Normal Baseline Cash Withdrawal,0
1100.0,0.0166,0,1,6.44,0,0,0.25,Normal Baseline Cash Withdrawal,0
4000.0,0.026,0,0,2.27,0,0,1.28,Normal Baseline Cash Withdrawal,0
2200.0,0.0444,0,3,0.5,0,0,0.49,Normal Baseline Cash Withdrawal,0
500.0,0.01,0,2,1.61,0,0,0.15,Normal Baseline Cash Withdrawal,0
6300.0,0.0266,0,0,2.04,0,0,2.76,Normal Baseline Cash Withdrawal,0
1800.0,0.049,0,1,0.49,0,0,0.48,Normal Baseline Cash Withdrawal,0
600.0,0.0393,0,1,4.03,0,0,0.14,Normal Baseline Cash Withdrawal,0
1700.0,0.0436,0,5,0.56,0,0,0.38,Normal Baseline Cash Withdrawal,0
800.0,0.043,0,1,0.66,0,0,0.2,Normal Baseline Cash Withdrawal,0
1000.0,0.0278,0,1,1.69,0,0,0.43,Normal Baseline Cash Withdrawal,0
10700.0,0.0718,0,0,3.48,0,0,3.29,Normal Baseline Cash Withdrawal,0
3000.0,0.0165,0,2,7.34,0,0,0.68,Normal Baseline Cash Withdrawal,0
1200.0,0.0377,0,0,6.71,0,0,0.31,Normal Baseline Cash Withdrawal,0
900.0,0.0567,0,0,1.32,0,0,0.31,Normal Baseline Cash Withdrawal,0
4000.0,0.0227,0,0,3.71,0,0,1.22,Normal Baseline Cash Withdrawal,0
1000.0,0.0205,0,1,0.14,0,0,0.24,Normal Baseline Cash Withdrawal,0
3800.0,0.0518,0,0,0.51,0,0,0.99,Normal Baseline Cash Withdrawal,0
3600.0,0.0671,0,2,2.1,0,0,1.67,Normal Baseline Cash Withdrawal,0
1200.0,0.0783,0,1,0.33,0,0,0.35,Normal Baseline Cash Withdrawal,0
300.0,0.0329,0,2,2.06,0,0,0.08,Normal Baseline Cash Withdrawal,0
3400.0,0.0669,0,0,2.84,0,0,0.77,Normal Baseline Cash Withdrawal,0
3100.0,0.0169,0,3,1.99,0,0,0.97,Normal Baseline Cash Withdrawal,0
900.0,0.0096,0,0,16.26,0,0,0.23,Normal Baseline Cash Withdrawal,0
13500.0,0.9944,5,7,150.36,0,0,7.6,Sudden Unused Channel Exploitation,1
2800.0,0.048,0,1,2.99,0,0,0.66,Normal Baseline Cash Withdrawal,0
2600.0,0.0152,0,1,1.03,0,0,0.93,Normal Baseline Cash Withdrawal,0
3600.0,0.0204,0,0,3.55,0,0,0.97,Normal Baseline Cash Withdrawal,0
1100.0,0.063,0,0,2.6,0,0,0.26,Normal Baseline Cash Withdrawal,0
900.0,0.0381,0,0,2.0,0,0,0.35,Normal Baseline Cash Withdrawal,0
2500.0,0.0182,0,1,1.72,0,0,1.15,Normal Baseline Cash Withdrawal,0
2900.0,0.0574,0,2,6.26,0,0,1.22,Normal Baseline Cash Withdrawal,0
1000.0,0.0817,0,0,2.38,0,0,0.28,Normal Baseline Cash Withdrawal,0
900.0,0.0478,0,2,0.36,0,0,0.24,Normal Baseline Cash Withdrawal,0
4400.0,0.0445,0,0,0.1,0,0,1.39,Normal Baseline Cash Withdrawal,0
3600.0,0.0291,0,1,1.8,0,0,1.06,Normal Baseline Cash Withdrawal,0
1600.0,0.002,0,1,4.98,0,0,0.45,Normal Baseline Cash Withdrawal,0
2200.0,0.0787,0,2,2.22,0,0,0.6,Normal Baseline Cash Withdrawal,0
4000.0,0.012,0,0,6.82,0,0,1.16,Normal Baseline Cash Withdrawal,0
1100.0,0.0245,0,0,14.5,0,0,0.26,Normal Baseline Cash Withdrawal,0
1600.0,0.0436,0,1,0.52,0,0,0.61,Normal Baseline Cash Withdrawal,0
2000.0,0.0825,0,0,6.59,0,0,0.58,Normal Baseline Cash Withdrawal,0
5700.0,0.074,0,2,3.48,0,0,2.11,Normal Baseline Cash Withdrawal,0
1900.0,0.0315,0,1,0.21,0,0,0.44,Normal Baseline Cash Withdrawal,0
1500.0,0.0714,0,1,4.18,0,0,0.48,Normal Baseline Cash Withdrawal,0
2200.0,0.0496,0,0,3.2,0,0,0.58,Normal Baseline Cash Withdrawal,0
2300.0,0.0579,0,2,2.76,0,0,0.58,Normal Baseline Cash Withdrawal,0
1500.0,0.0467,0,0,7.3,0,0,0.69,Normal Baseline Cash Withdrawal,0
3800.0,0.0078,0,0,0.65,0,0,1.09,Normal Baseline Cash Withdrawal,0
3500.0,0.0104,0,0,1.12,0,0,1.27,Normal Baseline Cash Withdrawal,0
2100.0,0.0496,0,1,0.64,0,0,0.91,Normal Baseline Cash Withdrawal,0
1500.0,0.0091,0,2,2.64,0,0,0.51,Normal Baseline Cash Withdrawal,0
2600.0,0.0091,0,3,0.74,0,0,0.84,Normal Baseline Cash Withdrawal,0
4800.0,0.0285,0,1,4.6,0,0,1.35,Normal Baseline Cash Withdrawal,0
6700.0,0.0313,0,1,0.7,0,0,2.09,Normal Baseline Cash Withdrawal,0
4900.0,0.0846,0,0,1.07,0,0,1.15,Normal Baseline Cash Withdrawal,0
1200.0,0.0243,0,2,16.29,0,0,0.56,Normal Baseline Cash Withdrawal,0
1100.0,0.0734,0,4,5.4,0,0,0.29,Normal Baseline Cash Withdrawal,0
1200.0,0.0367,0,2,1.98,0,0,0.29,Normal Baseline Cash Withdrawal,0
2500.0,0.0474,0,2,1.75,0,0,0.75,Normal Baseline Cash Withdrawal,0
3400.0,0.0339,0,0,0.73,0,0,1.15,Normal Baseline Cash Withdrawal,0
29000.0,0.4173,4,10,23.38,1,2,11.64,Nocturnal ATM Cash-Out with PIN Failures,1
1800.0,0.0108,0,1,0.21,0,0,0.71,Normal Baseline Cash Withdrawal,0
4000.0,0.0805,0,1,0.38,0,0,0.97,Normal Baseline Cash Withdrawal,0
1000.0,0.0399,1,1,1.7,0,0,0.38,Normal Baseline Cash Withdrawal,0
1700.0,0.0003,0,4,20.4,0,0,0.45,Normal Baseline Cash Withdrawal,0
2500.0,0.0124,0,1,0.69,0,1,0.64,Normal Baseline Cash Withdrawal,0
1500.0,0.0574,0,2,9.73,0,0,0.58,Normal Baseline Cash Withdrawal,0
2300.0,0.0337,0,0,1.42,0,0,0.59,Normal Baseline Cash Withdrawal,0
2000.0,0.0395,0,0,3.99,0,0,0.56,Normal Baseline Cash Withdrawal,0
5600.0,0.0028,0,0,0.83,0,0,1.45,Normal Baseline Cash Withdrawal,0
1200.0,0.0468,0,0,1.08,0,0,0.37,Normal Baseline Cash Withdrawal,0
1900.0,0.022,0,1,6.9,0,0,0.5,Normal Baseline Cash Withdrawal,0
3100.0,0.0058,0,0,6.11,0,0,0.71,Normal Baseline Cash Withdrawal,0
4500.0,0.0878,0,1,0.23,0,0,1.53,Normal Baseline Cash Withdrawal,0
1900.0,0.0586,0,1,4.65,0,0,0.6,Normal Baseline Cash Withdrawal,0
1100.0,0.0528,0,1,1.99,0,0,0.36,Normal Baseline Cash Withdrawal,0
2100.0,0.0177,0,0,6.65,0,0,0.93,Normal Baseline Cash Withdrawal,0
4000.0,0.0167,0,1,3.88,0,0,1.34,Normal Baseline Cash Withdrawal,0
12500.0,0.2939,1,10,59.2,1,3,4.68,Nocturnal ATM Cash-Out with PIN Failures,1
1500.0,0.0329,0,1,0.2,0,0,0.68,Normal Baseline Cash Withdrawal,0
6000.0,0.0579,0,1,2.95,0,0,1.65,Normal Baseline Cash Withdrawal,0
2300.0,0.0572,0,3,1.34,0,0,0.76,Normal Baseline Cash Withdrawal,0
2800.0,0.0082,0,1,1.92,0,0,0.96,Normal Baseline Cash Withdrawal,0
2800.0,0.0004,0,1,1.8,0,0,0.82,Normal Baseline Cash Withdrawal,0
1500.0,0.002,0,0,0.42,0,0,0.49,Normal Baseline Cash Withdrawal,0
1800.0,0.0405,0,1,1.05,0,0,0.44,Normal Baseline Cash Withdrawal,0
4900.0,0.0253,0,0,17.0,0,0,1.17,Normal Baseline Cash Withdrawal,0
1700.0,0.039,0,2,2.93,1,0,0.69,Normal Baseline Cash Withdrawal,0
1700.0,0.003,0,1,8.27,0,0,0.42,Normal Baseline Cash Withdrawal,0
1000.0,0.0469,0,1,4.88,0,0,0.37,Normal Baseline Cash Withdrawal,0
