amount,velocity_10m,velocity_24h,distance_from_last_km,is_new_device,pattern_name,is_fraud
187717.12,3,13,141.34,1,T0_100: High-Value First Interaction,1
2216.95,0,0,0.75,0,Normal Legitimate Activity,0
4144.6,1,3,1.09,0,Normal Legitimate Activity,0
290.47,0,2,1.34,0,Normal Legitimate Activity,0
467.13,0,1,0.55,0,Normal Legitimate Activity,0
947.42,0,4,29.53,0,Normal Legitimate Activity,0
1514.01,0,3,0.03,1,Normal Legitimate Activity,0
2908.85,0,1,0.22,0,Normal Legitimate Activity,0
608.76,0,0,11.82,0,Normal Legitimate Activity,0
5141.69,3,19,43.16,0,T0_42: Account Role Change,1
4546.42,0,1,3.62,0,Normal Legitimate Activity,0
1710.31,0,0,2.42,0,Normal Legitimate Activity,0
1695.64,2,2,6.75,0,Normal Legitimate Activity,0
1766.78,0,2,9.53,0,Normal Legitimate Activity,0
775.21,0,5,4.23,0,Normal Legitimate Activity,0
1491.84,0,3,3.76,0,Normal Legitimate Activity,0
1939.38,0,2,0.71,0,Normal Legitimate Activity,0
355.87,0,2,6.34,0,Normal Legitimate Activity,0
149042.84,3,24,183.3,1,T0_23: Threshold-Adjacent Amounts,1
497.47,0,3,1.27,0,Normal Legitimate Activity,0
756.08,0,5,0.22,0,Normal Legitimate Activity,0
1029.96,0,2,3.67,0,Normal Legitimate Activity,0
2048.03,0,3,2.87,0,Normal Legitimate Activity,0
337.12,0,1,6.51,0,Normal Legitimate Activity,0
4355.4,1,2,5.28,0,Normal Legitimate Activity,0
1989.88,0,1,0.12,0,Normal Legitimate Activity,0
6461.04,1,2,1.38,0,Normal Legitimate Activity,0
1411.17,1,3,1.85,0,Normal Legitimate Activity,0
6051.94,0,2,0.56,0,Normal Legitimate Activity,0
7164.62,0,1,11.34,0,Normal Legitimate Activity,0
1458.37,0,1,5.51,0,Normal Legitimate Activity,0
885.88,0,4,2.86,0,Normal Legitimate Activity,0
640.58,0,4,0.39,1,Normal Legitimate Activity,0
1654.05,0,4,3.49,0,Normal Legitimate Activity,0
575.46,0,0,11.91,0,Normal Legitimate Activity,0
7703.3,0,1,17.62,0,Normal Legitimate Activity,0
1579.78,0,4,3.05,0,Normal Legitimate Activity,0
2081.76,0,1,4.45,0,Normal Legitimate Activity,0
254.09,0,4,10.29,0,Normal Legitimate Activity,0
1436.0,1,3,1.27,0,Normal Legitimate Activity,0
1518.32,0,2,0.23,0,Normal Legitimate Activity,0
885.91,0,0,9.47,0,Normal Legitimate Activity,0
2928.42,0,2,31.45,0,Normal Legitimate Activity,0
3600.61,0,1,9.72,0,Normal Legitimate Activity,0
1649.51,0,1,2.85,0,Normal Legitimate Activity,0
933.88,0,1,8.62,0,Normal Legitimate Activity,0
274.17,0,1,1.83,0,Normal Legitimate Activity,0
1648.97,0,0,8.91,0,Normal Legitimate Activity,0
517.24,0,2,4.46,0,Normal Legitimate Activity,0
2537.99,0,2,1.64,0,Normal Legitimate Activity,0
2910.06,1,3,0.73,1,Normal Legitimate Activity,0
3497.62,0,3,21.98,0,Normal Legitimate Activity,0
1112.03,0,0,4.67,0,Normal Legitimate Activity,0
1684.63,0,4,5.58,0,Normal Legitimate Activity,0
814.49,0,3,2.3,0,Normal Legitimate Activity,0
2013.0,0,2,3.77,0,Normal Legitimate Activity,0
1160.22,0,2,5.39,0,Normal Legitimate Activity,0
374.82,1,1,3.63,0,Normal Legitimate Activity,0
1253.13,1,1,3.69,0,Normal Legitimate Activity,0
1778.97,1,4,3.54,0,Normal Legitimate Activity,0
1165.21,0,0,6.39,0,Normal Legitimate Activity,0
493.86,0,5,1.16,0,Normal Legitimate Activity,0
4708.51,0,1,0.74,0,Normal Legitimate Activity,0
512.89,1,1,3.71,0,Normal Legitimate Activity,0
17331.53,0,2,3.45,0,Normal Legitimate Activity,0
2090.4,0,3,1.85,0,Normal Legitimate Activity,0
1539.08,0,0,9.38,0,Normal Legitimate Activity,0
603.48,0,3,2.08,0,Normal Legitimate Activity,0
1413.95,0,2,3.42,0,Normal Legitimate Activity,0
21615.28,3,14,20.65,0,"T2_127: Same Beneficiary, Multiple Channels",1
1725.2,0,3,2.79,0,Normal Legitimate Activity,0
849.63,3,8,17.48,1,T2_147: Relationship Reuse,1
1906.37,0,3,0.7,0,Normal Legitimate Activity,0
1187.87,0,2,2.97,0,Normal Legitimate Activity,0
400.11,1,4,11.41,0,Normal Legitimate Activity,0
430.51,0,0,1.69,0,Normal Legitimate Activity,0
222.21,0,0,4.09,0,Normal Legitimate Activity,0
313.04,0,3,0.05,0,Normal Legitimate Activity,0
1821.76,0,1,2.11,0,Normal Legitimate Activity,0
1279.75,0,3,3.8,0,Normal Legitimate Activity,0
1296.64,0,2,2.23,0,Normal Legitimate Activity,0
333.46,0,1,4.54,0,Normal Legitimate Activity,0
1270.29,0,6,7.68,0,Normal Legitimate Activity,0
2032.95,0,2,3.44,0,Normal Legitimate Activity,0
1813.88,0,2,2.1,0,Normal Legitimate Activity,0
583.86,0,1,5.44,0,Normal Legitimate Activity,0
2110.16,0,0,8.85,0,Normal Legitimate Activity,0
616.03,0,4,3.67,0,Normal Legitimate Activity,0
1466.41,0,1,10.21,0,Normal Legitimate Activity,0
897.14,0,3,0.56,0,Normal Legitimate Activity,0
826.09,1,2,0.41,0,Normal Legitimate Activity,0
712.73,0,3,0.2,0,Normal Legitimate Activity,0
402.45,0,1,0.69,0,Normal Legitimate Activity,0
3048.24,0,1,8.37,0,Normal Legitimate Activity,0
3125.89,0,1,1.56,0,Normal Legitimate Activity,0
381.9,0,4,0.79,0,Normal Legitimate Activity,0
329.65,0,3,1.75,0,Normal Legitimate Activity,0
3573.47,0,1,22.2,0,Normal Legitimate Activity,0
8045.9,0,2,9.71,0,Normal Legitimate Activity,0
1995.69,0,2,5.09,0,Normal Legitimate Activity,0
2317.85,0,1,3.23,0,Normal Legitimate Activity,0
726.02,0,1,0.78,0,Normal Legitimate Activity,0
851.81,0,0,1.41,0,Normal Legitimate Activity,0
1041.85,0,2,1.92,0,Normal Legitimate Activity,0
10897.41,9,57,58.37,1,T2_128: Channel Switching,1
365.59,0,0,3.46,0,Normal Legitimate Activity,0
1988.18,1,2,1.13,0,Normal Legitimate Activity,0
379.95,0,2,5.6,0,Normal Legitimate Activity,0
2026.39,0,0,5.05,0,Normal Legitimate Activity,0
6277.35,0,4,0.7,0,Normal Legitimate Activity,0
4193.53,0,5,5.32,0,Normal Legitimate Activity,0
3554.96,0,4,7.33,0,Normal Legitimate Activity,0
1217.79,0,1,5.5,0,Normal Legitimate Activity,0
1440.39,0,1,12.36,0,Normal Legitimate Activity,0
409.41,1,3,2.25,0,Normal Legitimate Activity,0
484.23,0,4,12.93,0,Normal Legitimate Activity,0
1104.31,0,0,6.87,0,Normal Legitimate Activity,0
665.01,0,0,1.12,0,Normal Legitimate Activity,0
282.85,0,1,0.16,0,Normal Legitimate Activity,0
183.11,0,1,9.96,0,Normal Legitimate Activity,0
1321.74,0,0,6.06,0,Normal Legitimate Activity,0
3187.31,0,3,3.44,0,Normal Legitimate Activity,0
684.78,0,0,1.64,0,Normal Legitimate Activity,0
1713.91,0,0,2.57,0,Normal Legitimate Activity,0
1666.2,0,2,4.06,0,Normal Legitimate Activity,0
790.26,0,1,13.62,0,Normal Legitimate Activity,0
5809.2,0,1,0.96,0,Normal Legitimate Activity,0
246.1,0,3,20.96,0,Normal Legitimate Activity,0
4923.02,0,4,5.98,1,Normal Legitimate Activity,0
312.93,0,1,10.94,0,Normal Legitimate Activity,0
554.58,0,1,0.02,0,Normal Legitimate Activity,0
2629.42,0,2,5.53,0,Normal Legitimate Activity,0
1942.86,0,1,5.83,0,Normal Legitimate Activity,0
1528.88,0,2,1.16,0,Normal Legitimate Activity,0
1252.45,0,0,2.14,0,Normal Legitimate Activity,0
1196.96,0,2,2.0,0,Normal Legitimate Activity,0
2590.95,0,0,1.81,0,Normal Legitimate Activity,0
469.81,0,1,5.05,0,Normal Legitimate Activity,0
1047.8,0,1,2.88,1,Normal Legitimate Activity,0
7029.79,0,2,4.07,0,Normal Legitimate Activity,0
659.17,0,5,2.71,0,Normal Legitimate Activity,0
926.35,0,1,10.28,0,Normal Legitimate Activity,0
3451.84,1,3,5.17,0,Normal Legitimate Activity,0
8604.69,0,3,21.5,0,Normal Legitimate Activity,0
575.62,0,2,0.83,0,Normal Legitimate Activity,0
45296.79,7,29,18.41,1,T0_21: Repeated Similar Amounts,1
954.31,0,1,1.69,0,Normal Legitimate Activity,0
2584.25,0,2,1.25,0,Normal Legitimate Activity,0
684.7,0,2,7.11,0,Normal Legitimate Activity,0
370.56,0,1,7.98,0,Normal Legitimate Activity,0
1011.04,0,3,12.91,0,Normal Legitimate Activity,0
388.75,0,2,4.28,0,Normal Legitimate Activity,0
529.32,0,1,0.27,0,Normal Legitimate Activity,0
404.0,0,1,4.3,0,Normal Legitimate Activity,0
560.14,0,2,11.61,0,Normal Legitimate Activity,0
2559.16,1,2,3.05,0,Normal Legitimate Activity,0
1698.49,0,3,3.84,0,Normal Legitimate Activity,0
3964.37,0,1,8.42,0,Normal Legitimate Activity,0
1170.49,0,0,0.65,0,Normal Legitimate Activity,0
745.49,0,1,1.5,0,Normal Legitimate Activity,0
1043.18,0,0,1.08,0,Normal Legitimate Activity,0
148.57,0,0,0.87,0,Normal Legitimate Activity,0
342.86,0,2,8.55,0,Normal Legitimate Activity,0
1428.32,0,2,0.9,0,Normal Legitimate Activity,0
1979.26,0,4,8.44,0,Normal Legitimate Activity,0
3134.95,0,1,1.7,0,Normal Legitimate Activity,0
1525.8,0,1,1.92,0,Normal Legitimate Activity,0
1560.51,0,2,0.83,0,Normal Legitimate Activity,0
1022.51,0,2,2.49,1,Normal Legitimate Activity,0
2386.35,0,3,2.56,0,Normal Legitimate Activity,0
2411.33,1,1,7.27,0,Normal Legitimate Activity,0
2277.01,0,1,2.98,0,Normal Legitimate Activity,0
547.08,0,5,4.03,0,Normal Legitimate Activity,0
1671.98,1,1,9.57,0,Normal Legitimate Activity,0
1831.16,0,3,1.86,0,Normal Legitimate Activity,0
2989.06,0,2,19.7,0,Normal Legitimate Activity,0
2188.2,0,2,2.5,0,Normal Legitimate Activity,0
5317.43,7,19,5.41,1,T0_47: Dormant Network Activation,1
415.12,0,0,23.18,0,Normal Legitimate Activity,0
402.31,0,2,6.64,0,Normal Legitimate Activity,0
349710.09,3,12,37.21,1,T0_97: Synchronized Amounts,1
1427.67,0,5,19.43,0,Normal Legitimate Activity,0
21189.12,4,16,13.02,0,T0_4: Fan-In,1
627.25,0,1,0.85,0,Normal Legitimate Activity,0
989.57,0,0,6.59,0,Normal Legitimate Activity,0
1027.32,0,1,10.05,0,Normal Legitimate Activity,0
462.56,0,4,7.09,0,Normal Legitimate Activity,0
338.82,0,3,4.65,0,Normal Legitimate Activity,0
6399.04,0,0,3.0,0,Normal Legitimate Activity,0
3922.64,0,4,5.44,0,Normal Legitimate Activity,0
2027.79,0,0,1.05,0,Normal Legitimate Activity,0
1328.19,0,0,1.31,0,Normal Legitimate Activity,0
648.68,0,1,20.57,0,Normal Legitimate Activity,0
3184.12,0,3,2.79,0,Normal Legitimate Activity,0
1578.6,0,2,14.51,0,Normal Legitimate Activity,0
1569.61,0,1,4.36,0,Normal Legitimate Activity,0
1040.31,0,4,3.22,0,Normal Legitimate Activity,0
1067.46,0,0,13.19,0,Normal Legitimate Activity,0
1826.96,0,2,2.63,0,Normal Legitimate Activity,0
3824.88,0,1,2.82,0,Normal Legitimate Activity,0
2621.0,0,3,5.81,0,Normal Legitimate Activity,0
1663.34,0,1,2.8,0,Normal Legitimate Activity,0
1767.52,1,2,0.58,0,Normal Legitimate Activity,0
1099.2,1,1,3.25,0,Normal Legitimate Activity,0
1305.01,0,3,3.61,0,Normal Legitimate Activity,0
1454.33,0,4,3.94,0,Normal Legitimate Activity,0
35000.0,0,1,7.11,0,Normal Legitimate Activity,0
1220.28,0,4,15.11,0,Normal Legitimate Activity,0
1776.49,0,2,1.11,0,Normal Legitimate Activity,0
924.7,0,1,4.8,0,Normal Legitimate Activity,0
1241.37,0,4,2.61,0,Normal Legitimate Activity,0
841.68,0,3,5.86,0,Normal Legitimate Activity,0
587.91,0,2,11.5,0,Normal Legitimate Activity,0
720.74,0,2,4.47,1,Normal Legitimate Activity,0
3129.53,0,4,1.05,0,Normal Legitimate Activity,0
1159.15,0,0,2.68,0,Normal Legitimate Activity,0
1203.58,0,5,2.46,0,Normal Legitimate Activity,0
1200.17,1,2,0.6,0,Normal Legitimate Activity,0
944.68,0,3,2.55,0,Normal Legitimate Activity,0
1221.43,0,4,1.3,0,Normal Legitimate Activity,0
2555.85,0,1,0.13,0,Normal Legitimate Activity,0
8257.3,0,2,1.78,0,Normal Legitimate Activity,0
604.8,0,3,4.09,0,Normal Legitimate Activity,0
2503.55,0,4,13.05,0,Normal Legitimate Activity,0
631.41,0,0,3.07,0,Normal Legitimate Activity,0
681.26,0,2,3.3,0,Normal Legitimate Activity,0
685.22,0,1,5.6,0,Normal Legitimate Activity,0
1843.32,0,0,6.18,0,Normal Legitimate Activity,0
1585.84,0,1,0.04,0,Normal Legitimate Activity,0
1267.7,0,3,1.41,0,Normal Legitimate Activity,0
1500.11,0,2,8.25,0,Normal Legitimate Activity,0
1669.56,0,3,3.96,0,Normal Legitimate Activity,0
2218.5,2,11,70.31,1,T0_46: Synchronized Accounts,1
7470.8,0,1,3.59,1,Normal Legitimate Activity,0
244.48,0,1,1.16,0,Normal Legitimate Activity,0
631.76,0,1,1.81,0,Normal Legitimate Activity,0
1271.39,0,3,1.5,0,Normal Legitimate Activity,0
520.89,0,1,0.2,0,Normal Legitimate Activity,0
1131.48,0,0,2.2,0,Normal Legitimate Activity,0
378.01,0,3,4.63,0,Normal Legitimate Activity,0
4554.86,4,20,85.58,0,T0_25: Amount Escalation,1
574.9,0,2,3.12,0,Normal Legitimate Activity,0
1123.73,0,2,2.07,0,Normal Legitimate Activity,0
777.12,0,0,1.52,0,Normal Legitimate Activity,0
3805.14,0,0,3.65,0,Normal Legitimate Activity,0
1225.8,0,3,6.12,0,Normal Legitimate Activity,0
3658.13,0,2,5.38,0,Normal Legitimate Activity,0
2378.21,0,0,8.05,0,Normal Legitimate Activity,0
900.75,0,2,0.56,0,Normal Legitimate Activity,0
1277.43,0,5,3.27,0,Normal Legitimate Activity,0
1157.49,0,4,2.65,0,Normal Legitimate Activity,0
2551.33,0,0,4.72,0,Normal Legitimate Activity,0
746.76,0,2,7.65,0,Normal Legitimate Activity,0
5305.13,0,1,3.27,0,Normal Legitimate Activity,0
323.11,0,4,7.05,0,Normal Legitimate Activity,0
1446.29,0,0,3.99,0,Normal Legitimate Activity,0
2784.64,0,3,21.12,0,Normal Legitimate Activity,0
1229.67,0,1,13.33,0,Normal Legitimate Activity,0
3899.69,0,1,10.92,0,Normal Legitimate Activity,0
2289.43,0,2,3.1,0,Normal Legitimate Activity,0
22922.03,4,15,60.01,1,T0_5: Multi-Hop Chain,1
564.59,0,1,4.23,0,Normal Legitimate Activity,0
946.99,0,1,1.47,0,Normal Legitimate Activity,0
1881.61,0,2,7.5,0,Normal Legitimate Activity,0
685.48,1,2,6.71,0,Normal Legitimate Activity,0
484.69,0,2,5.48,0,Normal Legitimate Activity,0
537.09,1,5,1.34,0,Normal Legitimate Activity,0
662.35,0,1,0.65,0,Normal Legitimate Activity,0
2044.26,0,2,1.33,0,Normal Legitimate Activity,0
2773.15,0,0,3.05,0,Normal Legitimate Activity,0
339.84,0,4,0.75,0,Normal Legitimate Activity,0
320.69,0,2,2.19,0,Normal Legitimate Activity,0
1503.71,0,0,6.48,0,Normal Legitimate Activity,0
824.28,0,3,19.74,0,Normal Legitimate Activity,0
480.68,0,3,12.75,0,Normal Legitimate Activity,0
1075.66,0,1,9.68,0,Normal Legitimate Activity,0
2690.04,0,1,3.43,0,Normal Legitimate Activity,0
788.09,0,1,3.42,0,Normal Legitimate Activity,0
616.16,0,2,5.63,0,Normal Legitimate Activity,0
1359.17,0,0,8.52,0,Normal Legitimate Activity,0
2645.51,0,3,3.46,0,Normal Legitimate Activity,0
491.27,0,3,1.51,0,Normal Legitimate Activity,0
489.5,0,1,2.34,0,Normal Legitimate Activity,0
3062.79,0,1,1.72,0,Normal Legitimate Activity,0
629.83,0,2,11.53,0,Normal Legitimate Activity,0
880.75,0,3,2.65,0,Normal Legitimate Activity,0
2958.32,0,1,23.68,0,Normal Legitimate Activity,0
5233.8,0,0,8.1,0,Normal Legitimate Activity,0
2380.74,0,0,11.6,0,Normal Legitimate Activity,0
587.53,0,3,3.97,0,Normal Legitimate Activity,0
3902.62,0,0,4.64,0,Normal Legitimate Activity,0
270.83,0,3,3.44,0,Normal Legitimate Activity,0
830.59,1,4,3.63,0,Normal Legitimate Activity,0
1571.46,0,1,7.13,0,Normal Legitimate Activity,0
643.37,0,0,4.65,0,Normal Legitimate Activity,0
3587.12,0,1,15.64,0,Normal Legitimate Activity,0
831.34,0,2,2.41,0,Normal Legitimate Activity,0
2240.99,0,4,2.13,0,Normal Legitimate Activity,0
1222.38,0,3,5.82,0,Normal Legitimate Activity,0
2692.01,3,23,31.34,0,T0_5: Multi-Hop Chain,1
293.44,0,3,4.45,0,Normal Legitimate Activity,0
478.92,0,2,0.12,0,Normal Legitimate Activity,0
5051.55,0,1,2.25,0,Normal Legitimate Activity,0
760.47,0,5,0.61,0,Normal Legitimate Activity,0
913.13,0,0,0.0,0,Normal Legitimate Activity,0
11681.09,0,1,1.76,0,Normal Legitimate Activity,0
100.95,0,3,1.89,0,Normal Legitimate Activity,0
1539.79,0,3,2.44,0,Normal Legitimate Activity,0
2922.69,0,8,1.53,0,Normal Legitimate Activity,0
1536.22,0,3,8.47,0,Normal Legitimate Activity,0
1753.22,0,3,2.77,0,Normal Legitimate Activity,0
1308.26,0,3,8.28,0,Normal Legitimate Activity,0
1293.4,0,1,10.14,0,Normal Legitimate Activity,0
1288.53,0,0,2.88,0,Normal Legitimate Activity,0
963.44,0,3,0.02,0,Normal Legitimate Activity,0
1025.54,0,1,16.28,0,Normal Legitimate Activity,0
1628.51,0,0,1.56,0,Normal Legitimate Activity,0
3471.5,0,0,7.68,0,Normal Legitimate Activity,0
1122.86,0,2,1.01,0,Normal Legitimate Activity,0
2595.11,0,0,4.15,0,Normal Legitimate Activity,0
1086.74,0,4,2.12,0,Normal Legitimate Activity,0
1433.97,0,1,0.36,0,Normal Legitimate Activity,0
353.51,0,3,1.31,0,Normal Legitimate Activity,0
2101.43,0,1,2.92,0,Normal Legitimate Activity,0
1771.28,0,5,4.17,0,Normal Legitimate Activity,0
2816.25,0,2,1.04,0,Normal Legitimate Activity,0
5320.92,0,0,6.96,0,Normal Legitimate Activity,0
348.08,0,2,6.38,0,Normal Legitimate Activity,0
1085.77,0,1,3.52,0,Normal Legitimate Activity,0
49500.0,7,13,44.09,0,T0_12: Merge-Split,1
697.4,0,4,2.33,0,Normal Legitimate Activity,0
1095.89,0,3,1.87,0,Normal Legitimate Activity,0
1486.09,0,3,6.46,0,Normal Legitimate Activity,0
4391.17,0,2,4.86,0,Normal Legitimate Activity,0
780.94,0,6,6.46,0,Normal Legitimate Activity,0
1162.86,0,3,12.06,0,Normal Legitimate Activity,0
730.5,0,1,4.59,0,Normal Legitimate Activity,0
1466.35,0,2,0.09,0,Normal Legitimate Activity,0
4056.31,0,2,1.38,0,Normal Legitimate Activity,0
1235.13,0,3,8.97,0,Normal Legitimate Activity,0
1172.88,0,2,3.5,0,Normal Legitimate Activity,0
2698.03,0,5,1.26,0,Normal Legitimate Activity,0
9060.35,0,1,0.6,0,Normal Legitimate Activity,0
1054.1,0,1,20.28,0,Normal Legitimate Activity,0
1214.71,0,3,2.29,0,Normal Legitimate Activity,0
456.23,0,0,4.4,0,Normal Legitimate Activity,0
1854.87,0,2,1.52,0,Normal Legitimate Activity,0
3539.4,0,3,2.08,0,Normal Legitimate Activity,0
1787.75,0,5,10.47,0,Normal Legitimate Activity,0
2410.63,0,1,10.5,0,Normal Legitimate Activity,0
253.68,0,3,1.92,1,Normal Legitimate Activity,0
923.26,0,0,5.0,0,Normal Legitimate Activity,0
464.51,0,1,0.72,0,Normal Legitimate Activity,0
490.49,0,0,1.38,0,Normal Legitimate Activity,0
3786.82,0,0,2.23,0,Normal Legitimate Activity,0
447.09,0,1,17.39,0,Normal Legitimate Activity,0
1599.36,0,3,3.11,0,Normal Legitimate Activity,0
2003.23,0,2,17.67,0,Normal Legitimate Activity,0
1404.4,0,3,2.21,0,Normal Legitimate Activity,0
4513.85,20,68,41.07,0,T2_121: Transaction Cluster Switching,1
189.75,0,4,7.3,0,Normal Legitimate Activity,0
215.2,0,4,12.67,0,Normal Legitimate Activity,0
1007.45,0,6,7.32,0,Normal Legitimate Activity,0
14460.96,0,0,3.06,0,Normal Legitimate Activity,0
4114.78,0,1,2.75,0,Normal Legitimate Activity,0
1168.51,0,1,1.42,0,Normal Legitimate Activity,0
434.5,0,2,0.47,0,Normal Legitimate Activity,0
332.73,0,3,4.65,0,Normal Legitimate Activity,0
771.14,0,2,5.68,0,Normal Legitimate Activity,0
1865.04,0,1,1.85,0,Normal Legitimate Activity,0
4837.16,0,0,1.69,1,Normal Legitimate Activity,0
2149.7,0,2,4.57,0,Normal Legitimate Activity,0
402.38,0,0,5.4,0,Normal Legitimate Activity,0
922.76,0,3,7.09,0,Normal Legitimate Activity,0
659.41,0,2,0.51,0,Normal Legitimate Activity,0
430.49,0,2,3.05,0,Normal Legitimate Activity,0
1091.88,0,3,0.88,0,Normal Legitimate Activity,0
3535.88,0,0,2.78,0,Normal Legitimate Activity,0
1194.92,0,2,10.71,0,Normal Legitimate Activity,0
825.48,0,1,18.95,1,Normal Legitimate Activity,0
1644.22,0,1,9.53,0,Normal Legitimate Activity,0
573.66,0,3,5.36,0,Normal Legitimate Activity,0
734.03,0,1,27.12,0,Normal Legitimate Activity,0
818.15,0,1,9.16,0,Normal Legitimate Activity,0
370.05,0,1,3.4,0,Normal Legitimate Activity,0
607.36,0,3,4.01,0,Normal Legitimate Activity,0
1104.94,0,3,10.07,0,Normal Legitimate Activity,0
265.19,1,5,8.92,0,Normal Legitimate Activity,0
327.62,0,3,6.58,0,Normal Legitimate Activity,0
254.01,0,3,2.61,0,Normal Legitimate Activity,0
417.99,0,3,0.66,0,Normal Legitimate Activity,0
1224.52,0,0,10.63,0,Normal Legitimate Activity,0
1332.04,0,1,1.14,0,Normal Legitimate Activity,0
1424.2,0,0,2.61,0,Normal Legitimate Activity,0
2168.89,0,1,11.58,0,Normal Legitimate Activity,0
1304.02,0,2,6.48,0,Normal Legitimate Activity,0
3635.07,0,5,1.32,0,Normal Legitimate Activity,0
1745.96,0,1,7.48,0,Normal Legitimate Activity,0
446.81,0,0,16.28,0,Normal Legitimate Activity,0
1799.35,0,1,1.83,0,Normal Legitimate Activity,0
670.02,0,2,11.34,0,Normal Legitimate Activity,0
859.54,0,0,5.35,0,Normal Legitimate Activity,0
1150.98,0,2,16.34,0,Normal Legitimate Activity,0
2689.52,0,1,0.06,0,Normal Legitimate Activity,0
4660.41,0,2,3.07,0,Normal Legitimate Activity,0
5092.28,0,1,2.95,0,Normal Legitimate Activity,0
138.36,0,0,9.32,0,Normal Legitimate Activity,0
796.96,0,1,9.27,0,Normal Legitimate Activity,0
987.03,0,0,7.8,0,Normal Legitimate Activity,0
940.14,0,2,1.7,1,Normal Legitimate Activity,0
1868.81,0,4,7.17,0,Normal Legitimate Activity,0
1336.92,0,1,2.25,0,Normal Legitimate Activity,0
246.87,1,4,3.82,0,Normal Legitimate Activity,0
627.89,0,2,26.3,0,Normal Legitimate Activity,0
798.19,0,4,1.43,0,Normal Legitimate Activity,0
2522.0,0,1,2.41,0,Normal Legitimate Activity,0
358.07,0,2,11.56,0,Normal Legitimate Activity,0
2787.14,0,5,1.3,0,Normal Legitimate Activity,0
2386.83,0,1,3.05,0,Normal Legitimate Activity,0
2846.94,0,1,0.84,0,Normal Legitimate Activity,0
1003.5,0,0,8.25,0,Normal Legitimate Activity,0
713.94,0,1,3.3,0,Normal Legitimate Activity,0
1069.66,0,2,4.53,0,Normal Legitimate Activity,0
2375.98,0,1,6.75,0,Normal Legitimate Activity,0
2450.31,0,4,10.77,0,Normal Legitimate Activity,0
5556.13,2,16,6.92,0,T2_152: Beneficiary Reuse Across Accounts,1
412.05,0,2,3.65,0,Normal Legitimate Activity,0
344.71,0,1,3.15,0,Normal Legitimate Activity,0
4080.61,0,1,6.62,0,Normal Legitimate Activity,0
2209.32,1,2,10.97,0,Normal Legitimate Activity,0
1209.52,0,3,21.22,0,Normal Legitimate Activity,0
839.31,0,2,2.89,0,Normal Legitimate Activity,0
1045.91,0,4,11.57,0,Normal Legitimate Activity,0
4708.41,0,3,2.85,0,Normal Legitimate Activity,0
931.29,0,1,5.43,0,Normal Legitimate Activity,0
3955.18,0,0,3.29,0,Normal Legitimate Activity,0
1650.19,0,2,0.34,0,Normal Legitimate Activity,0
1991.68,0,6,0.05,0,Normal Legitimate Activity,0
1577.57,0,1,5.87,0,Normal Legitimate Activity,0
965.75,0,2,0.9,0,Normal Legitimate Activity,0
565.07,1,2,34.85,1,Normal Legitimate Activity,0
472.12,1,1,6.14,0,Normal Legitimate Activity,0
2670.76,6,22,27.1,1,T2_109: Multi-Beneficiary Same Source,1
780.13,0,1,1.6,0,Normal Legitimate Activity,0
490.18,0,4,0.16,0,Normal Legitimate Activity,0
1284.92,0,0,9.35,0,Normal Legitimate Activity,0
3175.5,0,2,3.82,0,Normal Legitimate Activity,0
690.81,1,5,0.25,0,Normal Legitimate Activity,0
435.53,0,2,2.36,0,Normal Legitimate Activity,0
1007.83,0,3,2.98,0,Normal Legitimate Activity,0
672.6,0,1,2.72,0,Normal Legitimate Activity,0
675.85,0,2,3.69,0,Normal Legitimate Activity,0
353.67,0,3,3.9,0,Normal Legitimate Activity,0
6226.74,0,3,5.48,0,Normal Legitimate Activity,0
998.59,0,4,7.28,0,Normal Legitimate Activity,0
495.56,0,0,12.52,0,Normal Legitimate Activity,0
611.13,0,3,5.9,0,Normal Legitimate Activity,0
2974.39,0,0,0.06,0,Normal Legitimate Activity,0
2104.15,1,1,8.35,0,Normal Legitimate Activity,0
689.26,0,2,5.98,0,Normal Legitimate Activity,0
2948.51,0,1,0.78,0,Normal Legitimate Activity,0
2893.24,0,3,18.75,0,Normal Legitimate Activity,0
1934.64,0,1,1.05,0,Normal Legitimate Activity,0
2493.29,0,1,12.28,0,Normal Legitimate Activity,0
936.41,0,1,4.91,0,Normal Legitimate Activity,0
703.71,0,0,11.95,0,Normal Legitimate Activity,0
2885.72,0,0,8.29,0,Normal Legitimate Activity,0
271.81,0,2,3.13,0,Normal Legitimate Activity,0
884.16,0,2,1.65,0,Normal Legitimate Activity,0
2930.91,0,3,5.0,0,Normal Legitimate Activity,0
1459.22,0,1,3.03,0,Normal Legitimate Activity,0
3040.92,0,1,4.48,0,Normal Legitimate Activity,0
1100.2,0,3,1.43,0,Normal Legitimate Activity,0
1469.13,0,2,4.84,0,Normal Legitimate Activity,0
1124.95,0,3,7.59,0,Normal Legitimate Activity,0
2793.74,0,7,0.72,0,Normal Legitimate Activity,0
2283.41,0,2,1.6,0,Normal Legitimate Activity,0
678.16,0,4,11.76,0,Normal Legitimate Activity,0
4086.98,0,0,7.66,0,Normal Legitimate Activity,0
2146.12,1,4,11.64,0,Normal Legitimate Activity,0
2049.62,1,3,4.26,1,Normal Legitimate Activity,0
231.74,0,2,3.74,0,Normal Legitimate Activity,0
1164.9,0,1,1.93,0,Normal Legitimate Activity,0
487.01,7,23,3.9,0,T2_158: Historical Behaviour Break,1
183.94,0,1,1.14,0,Normal Legitimate Activity,0
